date,avgTemp,state,country
1971,57.86583636,Missouri,United States
1972,56.42943636,Missouri,United States
1973,58.02407273,Missouri,United States
1974,57.31814545,Missouri,United States
1975,57.10296364,Missouri,United States
1976,56.38230909,Missouri,United States
1977,58.88889091,Missouri,United States
1978,56.057,Missouri,United States
1979,55.80843636,Missouri,United States
1980,57.65703636,Missouri,United States
1981,57.63069091,Missouri,United States
1982,56.85914545,Missouri,United States
1983,56.53727273,Missouri,United States
1984,57.46492727,Missouri,United States
1985,56.38018182,Missouri,United States
1986,58.38472727,Missouri,United States
1987,59.22123636,Missouri,United States
1988,57.66145455,Missouri,United States
1989,55.03067273,Missouri,United States
1990,58.4186,Missouri,United States
1991,59.42905455,Missouri,United States
1992,56.91772727,Missouri,United States
1993,55.70665455,Missouri,United States
1994,57.8786,Missouri,United States
1995,57.04847273,Missouri,United States
1996,55.80205455,Missouri,United States
1997,56.83050909,Missouri,United States
1998,59.81376364,Missouri,United States
1999,59.36490909,Missouri,United States
2000,57.82067273,Missouri,United States
2001,58.89510909,Missouri,United States
2002,57.92147273,Missouri,United States
2003,57.6896,Missouri,United States
2004,57.94372727,Missouri,United States
2005,58.99247273,Missouri,United States
2006,58.87170909,Missouri,United States
2007,59.05563636,Missouri,United States
2008,56.19936364,Missouri,United States
2009,57.06532727,Missouri,United States
2010,58.63754545,Missouri,United States
2011,58.98150909,Missouri,United States
2012,61.23118182,Missouri,United States
2013,60.9692,Montana,United States
1950,44.16242,Montana,United States
1951,40.13207273,Montana,United States
1952,44.29629091,Montana,United States
1953,45.52716364,Montana,United States
1954,44.82009091,Montana,United States
1955,41.04254545,Montana,United States
1956,43.91272727,Montana,United States
1957,44.42670909,Montana,United States
1958,44.50230909,Montana,United States
1959,42.92976364,Montana,United States
1960,43.92565455,Montana,United States
1961,44.91287273,Montana,United States
1962,44.37221818,Montana,United States
1963,46.274,Montana,United States
1964,42.57712727,Montana,United States
1965,42.12532727,Montana,United States
1966,44.10189091,Montana,United States
1967,43.68363636,Montana,United States
1968,43.39203636,Montana,United States
1969,43.7036,Montana,United States
1970,43.15885455,Montana,United States
1971,43.22987273,Montana,United States
1972,42.73176364,Montana,United States
1973,44.4488,Montana,United States
1974,45.19252727,Montana,United States
1975,41.62067273,Montana,United States
1976,45.08861818,Montana,United States
1977,44.71307273,Montana,United States
1978,42.00227273,Montana,United States
1979,44.05901818,Montana,United States
1980,45.17632727,Montana,United States
1981,45.74627273,Montana,United States
1982,42.19143636,Montana,United States
1983,43.57498182,Montana,United States
1984,43.60983636,Montana,United States
1985,41.72523636,Montana,United States
1986,44.64025455,Montana,United States
1987,46.71336364,Montana,United States
1988,46.71172727,Montana,United States
1989,42.78281818,Montana,United States
1990,44.56449091,Montana,United States
1991,45.64612727,Montana,United States
1992,45.09909091,Montana,United States
1993,42.41921818,Montana,United States
1994,44.92481818,Montana,United States
1995,43.73027273,Montana,United States
1996,41.99081818,Montana,United States
1997,45.03527273,Montana,United States
1998,46.35483636,Montana,United States
1999,46.26630909,Montana,United States
2000,44.39889091,Montana,United States
2001,45.6098,Montana,United States
2002,43.32969091,Montana,United States
2003,45.2768,Montana,United States
2004,45.36778182,Montana,United States
2005,45.46072727,Montana,United States
2006,45.68278182,Montana,United States
2007,46.18203636,Montana,United States
2008,43.67872727,Montana,United States
2009,43.12514545,Montana,United States
2010,43.68641818,Montana,United States
2011,43.79867273,Montana,United States
2012,46.41178182,Montana,United States
2013,50.4482,Nebraska,United States
1950,51.67472,Nebraska,United States
1951,48.14812727,Nebraska,United States
1952,51.43149091,Nebraska,United States
1953,52.6406,Nebraska,United States
1954,53.81976364,Nebraska,United States
1955,51.14970909,Nebraska,United States
1956,52.29712727,Nebraska,United States
1957,51.48123636,Nebraska,United States
1958,50.4608,Nebraska,United States
1959,51.04596364,Nebraska,United States
1960,50.07167273,Nebraska,United States
1961,50.40630909,Nebraska,United States
1962,51.37438182,Nebraska,United States
1963,54.05065455,Nebraska,United States
1964,51.04138182,Nebraska,United States
1965,50.38536364,Nebraska,United States
1966,50.91587273,Nebraska,United States
1967,50.6516,Nebraska,United States
1968,50.94221818,Nebraska,United States
1969,50.74192727,Nebraska,United States
1970,51.47894545,Nebraska,United States
1971,51.11501818,Nebraska,United States
1972,50.17476364,Nebraska,United States
1973,51.58154545,Nebraska,United States
1974,52.55272727,Nebraska,United States
1975,50.41154545,Nebraska,United States
1976,51.93958182,Nebraska,United States
1977,53.41214545,Nebraska,United States
1978,49.72263636,Nebraska,United States
1979,50.51201818,Nebraska,United States
1980,52.48138182,Nebraska,United States
1981,52.898,Nebraska,United States
1982,50.44869091,Nebraska,United States
1983,50.23236364,Nebraska,United States
1984,51.01209091,Nebraska,United States
1985,49.6634,Nebraska,United States
1986,52.30514545,Nebraska,United States
1987,53.32558182,Nebraska,United States
1988,52.99290909,Nebraska,United States
1989,50.05776364,Nebraska,United States
1990,52.15967273,Nebraska,United States
1991,53.36714545,Nebraska,United States
1992,51.04743636,Nebraska,United States
1993,49.0802,Nebraska,United States
1994,52.277,Nebraska,United States
1995,51.22252727,Nebraska,United States
1996,49.5572,Nebraska,United States
1997,51.67269091,Nebraska,United States
1998,53.31952727,Nebraska,United States
1999,53.73516364,Nebraska,United States
2000,52.34981818,Nebraska,United States
2001,52.88572727,Nebraska,United States
2002,52.36830909,Nebraska,United States
2003,52.4804,Nebraska,United States
2004,52.70490909,Nebraska,United States
2005,53.7098,Nebraska,United States
2006,52.97441818,Nebraska,United States
2007,53.13838182,Nebraska,United States
2008,50.62934545,Nebraska,United States
2009,50.15905455,Nebraska,United States
2010,52.39563636,Nebraska,United States
2011,51.96429091,Nebraska,United States
2012,55.34894545,Nebraska,United States
2013,56.704775,Nevada,United States
1950,54.53384,Nevada,United States
1951,51.15445455,Nevada,United States
1952,51.12107273,Nevada,United States
1953,51.47256364,Nevada,United States
1954,52.44292727,Nevada,United States
1955,50.59236364,Nevada,United States
1956,50.96512727,Nevada,United States
1957,51.52198182,Nevada,United States
1958,53.20841818,Nevada,United States
1959,52.20287273,Nevada,United States
1960,52.65058182,Nevada,United States
1961,51.90881818,Nevada,United States
1962,51.89392727,Nevada,United States
1963,52.06067273,Nevada,United States
1964,50.16298182,Nevada,United States
1965,50.41072727,Nevada,United States
1966,52.24934545,Nevada,United States
1967,51.54505455,Nevada,United States
1968,51.64470909,Nevada,United States
1969,51.48794545,Nevada,United States
1970,51.18390909,Nevada,United States
1971,50.19865455,Nevada,United States
1972,51.64307273,Nevada,United States
1973,51.67367273,Nevada,United States
1974,52.32838182,Nevada,United States
1975,50.23449091,Nevada,United States
1976,51.34067273,Nevada,United States
1977,52.65663636,Nevada,United States
1978,51.05398182,Nevada,United States
1979,52.19010909,Nevada,United States
1980,52.07458182,Nevada,United States
1981,53.49347273,Nevada,United States
1982,50.23776364,Nevada,United States
1983,51.2636,Nevada,United States
1984,50.77056364,Nevada,United States
1985,50.8208,Nevada,United States
1986,52.86854545,Nevada,United States
1987,52.80849091,Nevada,United States
1988,52.89750909,Nevada,United States
1989,52.44767273,Nevada,United States
1990,51.81341818,Nevada,United States
1991,51.8828,Nevada,United States
1992,53.3768,Nevada,United States
1993,50.77710909,Nevada,United States
1994,52.39547273,Nevada,United States
1995,52.57841818,Nevada,United States
1996,53.18894545,Nevada,United States
1997,52.33950909,Nevada,United States
1998,50.64358182,Nevada,United States
1999,52.11958182,Nevada,United States
2000,53.08012727,Nevada,United States
2001,53.64156364,Nevada,United States
2002,52.79376364,Nevada,United States
2003,53.42850909,Nevada,United States
2004,52.76889091,Nevada,United States
2005,52.36143636,Nevada,United States
2006,52.43245455,Nevada,United States
2007,53.77214545,Nevada,United States
2008,52.55125455,Nevada,United States
2009,51.90963636,Nevada,United States
2010,51.70869091,Nevada,United States
2011,51.19749091,Nevada,United States
2012,54.03838182,Nevada,United States
2013,58.39475,New Hampshire,United States
1950,47.63102,New Hampshire,United States
1951,45.8096,New Hampshire,United States
1952,46.51307273,New Hampshire,United States
1953,47.85129091,New Hampshire,United States
1954,45.8798,New Hampshire,United States
1955,46.05767273,New Hampshire,United States
1956,44.09256364,New Hampshire,United States
1957,47.06207273,New Hampshire,United States
1958,43.85594545,New Hampshire,United States
1959,46.31409091,New Hampshire,United States
1960,45.5396,New Hampshire,United States
1961,46.43583636,New Hampshire,United States
1962,44.00141818,New Hampshire,United States
1963,44.58330909,New Hampshire,United States
1964,44.89912727,New Hampshire,United States
1965,44.69130909,New Hampshire,United States
1966,45.23752727,New Hampshire,United States
1967,43.95494545,New Hampshire,United States
1968,45.1148,New Hampshire,United States
1969,45.52552727,New Hampshire,United States
1970,45.8168,New Hampshire,United States
1971,45.64301818,New Hampshire,United States
1972,43.73534545,New Hampshire,United States
1973,47.16270909,New Hampshire,United States
1974,44.86983636,New Hampshire,United States
1975,45.89698182,New Hampshire,United States
1976,44.88652727,New Hampshire,United States
1977,46.14063636,New Hampshire,United States
1978,43.87050909,New Hampshire,United States
1979,46.15372727,New Hampshire,United States
1980,44.21283636,New Hampshire,United States
1981,46.80990909,New Hampshire,United States
1982,45.66674545,New Hampshire,United States
1983,46.59014545,New Hampshire,United States
1984,46.59063636,New Hampshire,United States
1985,45.61552727,New Hampshire,United States
1986,45.28350909,New Hampshire,United States
1987,46.00121818,New Hampshire,United States
1988,45.63074545,New Hampshire,United States
1989,44.069,New Hampshire,United States
1990,47.16401818,New Hampshire,United States
1991,47.47361818,New Hampshire,United States
1992,44.36829091,New Hampshire,United States
1993,44.90289091,New Hampshire,United States
1994,46.23963636,New Hampshire,United States
1995,45.39985455,New Hampshire,United States
1996,45.73023636,New Hampshire,United States
1997,45.04983636,New Hampshire,United States
1998,48.551,New Hampshire,United States
1999,48.25547273,New Hampshire,United States
2000,45.75085455,New Hampshire,United States
2001,47.51207273,New Hampshire,United States
2002,46.63612727,New Hampshire,United States
2003,45.80370909,New Hampshire,United States
2004,46.3154,New Hampshire,United States
2005,47.06321818,New Hampshire,United States
2006,48.00232727,New Hampshire,United States
2007,45.61683636,New Hampshire,United States
2008,46.301,New Hampshire,United States
2009,46.27383636,New Hampshire,United States
2010,48.73885455,New Hampshire,United States
2011,48.03374545,New Hampshire,United States
2012,49.21176364,New Hampshire,United States
2013,51.27845,New Jersey,United States
1950,54.70286,New Jersey,United States
1951,54.18385455,New Jersey,United States
1952,54.54238182,New Jersey,United States
1953,55.57067273,New Jersey,United States
1954,54.70110909,New Jersey,United States
1955,54.58672727,New Jersey,United States
1956,53.61783636,New Jersey,United States
1957,55.22245455,New Jersey,United States
1958,52.26767273,New Jersey,United States
1959,55.46676364,New Jersey,United States
1960,53.19156364,New Jersey,United States
1961,54.44452727,New Jersey,United States
1962,52.56336364,New Jersey,United States
1963,52.89227273,New Jersey,United States
1964,53.744,New Jersey,United States
1965,53.53618182,New Jersey,United States
1966,53.46107273,New Jersey,United States
1967,52.04954545,New Jersey,United States
1968,53.9978,New Jersey,United States
1969,53.51556364,New Jersey,United States
1970,54.23163636,New Jersey,United States
1971,54.48363636,New Jersey,United States
1972,52.76087273,New Jersey,United States
1973,55.41652727,New Jersey,United States
1974,53.87916364,New Jersey,United States
1975,54.54221818,New Jersey,United States
1976,53.48627273,New Jersey,United States
1977,54.95752727,New Jersey,United States
1978,52.68003636,New Jersey,United States
1979,53.75987273,New Jersey,United States
1980,53.62307273,New Jersey,United States
1981,54.24178182,New Jersey,United States
1982,54.23507273,New Jersey,United States
1983,54.67852727,New Jersey,United States
1984,54.78047273,New Jersey,United States
1985,55.10463636,New Jersey,United States
1986,54.35943636,New Jersey,United States
1987,54.56676364,New Jersey,United States
1988,53.99125455,New Jersey,United States
1989,53.02629091,New Jersey,United States
1990,55.91823636,New Jersey,United States
1991,56.44530909,New Jersey,United States
1992,52.95183636,New Jersey,United States
1993,53.73221818,New Jersey,United States
1994,54.72532727,New Jersey,United States
1995,53.95116364,New Jersey,United States
1996,53.55516364,New Jersey,United States
1997,54.07536364,New Jersey,United States
1998,56.57327273,New Jersey,United States
1999,55.85736364,New Jersey,United States
2000,54.00221818,New Jersey,United States
2001,55.66329091,New Jersey,United States
2002,55.84754545,New Jersey,United States
2003,53.96425455,New Jersey,United States
2004,55.26778182,New Jersey,United States
2005,55.13867273,New Jersey,United States
2006,56.06403636,New Jersey,United States
2007,54.6926,New Jersey,United States
2008,54.96669091,New Jersey,United States
2009,54.65169091,New Jersey,United States
2010,56.26105455,New Jersey,United States
2011,56.82478182,New Jersey,United States
2012,57.17430909,New Jersey,United States
2013,58.277075,New Mexico,United States
1950,58.10684,New Mexico,United States
1951,55.49883636,New Mexico,United States
1952,54.82645455,New Mexico,United States
1953,55.29003636,New Mexico,United States
1954,57.30194545,New Mexico,United States
1955,55.12312727,New Mexico,United States
1956,55.43649091,New Mexico,United States
1957,55.27105455,New Mexico,United States
1958,55.73529091,New Mexico,United States
1959,55.33225455,New Mexico,United States
1960,54.93412727,New Mexico,United States
1961,54.65201818,New Mexico,United States
1962,56.04407273,New Mexico,United States
1963,56.48049091,New Mexico,United States
1964,54.43749091,New Mexico,United States
1965,54.79110909,New Mexico,United States
1966,55.40654545,New Mexico,United States
1967,55.49572727,New Mexico,United States
1968,54.42505455,New Mexico,United States
1969,55.22376364,New Mexico,United States
1970,54.82645455,New Mexico,United States
1971,54.6134,New Mexico,United States
1972,55.44532727,New Mexico,United States
1973,54.26730909,New Mexico,United States
1974,55.3028,New Mexico,United States
1975,53.86607273,New Mexico,United States
1976,54.37776364,New Mexico,United States
1977,56.60256364,New Mexico,United States
1978,55.64381818,New Mexico,United States
1979,54.65774545,New Mexico,United States
1980,55.92821818,New Mexico,United States
1981,56.67750909,New Mexico,United States
1982,54.90712727,New Mexico,United States
1983,54.85705455,New Mexico,United States
1984,54.93134545,New Mexico,United States
1985,55.48852727,New Mexico,United States
1986,55.58081818,New Mexico,United States
1987,54.44469091,New Mexico,United States
1988,55.29232727,New Mexico,United States
1989,56.38869091,New Mexico,United States
1990,55.64267273,New Mexico,United States
1991,54.94165455,New Mexico,United States
1992,55.04490909,New Mexico,United States
1993,55.16649091,New Mexico,United States
1994,56.72889091,New Mexico,United States
1995,56.49129091,New Mexico,United States
1996,56.83803636,New Mexico,United States
1997,55.2272,New Mexico,United States
1998,56.24665455,New Mexico,United States
1999,56.15207273,New Mexico,United States
2000,57.07023636,New Mexico,United States
2001,57.0452,New Mexico,United States
2002,56.45610909,New Mexico,United States
2003,57.24369091,New Mexico,United States
2004,55.48754545,New Mexico,United States
2005,56.4494,New Mexico,United States
2006,56.63872727,New Mexico,United States
2007,56.65787273,New Mexico,United States
2008,55.93852727,New Mexico,United States
2009,56.06583636,New Mexico,United States
2010,56.3288,New Mexico,United States
2011,56.85865455,New Mexico,United States
2012,57.91443636,New Mexico,United States
2013,60.9116,New York,United States
1950,49.2746,New York,United States
1951,48.09936364,New York,United States
1952,49.10016364,New York,United States
1953,50.18703636,New York,United States
1954,48.77321818,New York,United States
1955,49.15416364,New York,United States
1956,47.21114545,New York,United States
1957,49.48667273,New York,United States
1958,46.44712727,New York,United States
1959,49.1702,New York,United States
1960,47.70221818,New York,United States
1961,48.80692727,New York,United States
1962,46.9688,New York,United States
1963,46.95227273,New York,United States
1964,48.18314545,New York,United States
1965,47.42763636,New York,United States
1966,47.77896364,New York,United States
1967,46.6124,New York,United States
1968,47.94145455,New York,United States
1969,47.71170909,New York,United States
1970,48.41354545,New York,United States
1971,48.37001818,New York,United States
1972,46.29494545,New York,United States
1973,49.67910909,New York,United States
1974,47.507,New York,United States
1975,48.68910909,New York,United States
1976,47.24649091,New York,United States
1977,48.87630909,New York,United States
1978,46.53990909,New York,United States
1979,48.24385455,New York,United States
1980,46.9274,New York,United States
1981,48.90314545,New York,United States
1982,48.49454545,New York,United States
1983,48.87287273,New York,United States
1984,48.97432727,New York,United States
1985,48.52661818,New York,United States
1986,48.40618182,New York,United States
1987,49.1072,New York,United States
1988,48.38932727,New York,United States
1989,46.70305455,New York,United States
1990,49.9478,New York,United States
1991,50.65503636,New York,United States
1992,46.9364,New York,United States
1993,47.24207273,New York,United States
1994,48.58601818,New York,United States
1995,48.06516364,New York,United States
1996,48.01623636,New York,United States
1997,47.79090909,New York,United States
1998,51.38010909,New York,United States
1999,50.44803636,New York,United States
2000,48.26610909,New York,United States
2001,50.32056364,New York,United States
2002,49.66798182,New York,United States
2003,48.39538182,New York,United States
2004,49.17674545,New York,United States
2005,49.85256364,New York,United States
2006,50.34641818,New York,United States
2007,48.64885455,New York,United States
2008,48.76749091,New York,United States
2009,48.9254,New York,United States
2010,50.77203636,New York,United States
2011,50.81687273,New York,United States
2012,51.94301818,New York,United States
2013,52.945925,North Carolina,United States
1950,61.17944,North Carolina,United States
1951,60.8126,North Carolina,United States
1952,60.96445455,North Carolina,United States
1953,61.81961818,North Carolina,United States
1954,61.34687273,North Carolina,United States
1955,61.06165455,North Carolina,United States
1956,61.72634545,North Carolina,United States
1957,61.59707273,North Carolina,United States
1958,59.38749091,North Carolina,United States
1959,61.62816364,North Carolina,United States
1960,59.38405455,North Carolina,United States
1961,60.69445455,North Carolina,United States
1962,60.06887273,North Carolina,United States
1963,59.35247273,North Carolina,United States
1964,60.50578182,North Carolina,United States
1965,60.62294545,North Carolina,United States
1966,59.67303636,North Carolina,United States
1967,59.27507273,North Carolina,United States
1968,59.92372727,North Carolina,United States
1969,59.56012727,North Carolina,United States
1970,61.42525455,North Carolina,United States
1971,61.20958182,North Carolina,United States
1972,59.97052727,North Carolina,United States
1973,61.39481818,North Carolina,United States
1974,60.45489091,North Carolina,United States
1975,61.32363636,North Carolina,United States
1976,59.71247273,North Carolina,United States
1977,61.66989091,North Carolina,United States
1978,60.28045455,North Carolina,United States
1979,60.12221818,North Carolina,United States
1980,60.20698182,North Carolina,United States
1981,59.96218182,North Carolina,United States
1982,61.40381818,North Carolina,United States
1983,60.3086,North Carolina,United States
1984,61.27143636,North Carolina,United States
1985,62.12381818,North Carolina,United States
1986,62.40265455,North Carolina,United States
1987,61.01812727,North Carolina,United States
1988,60.07181818,North Carolina,United States
1989,60.18570909,North Carolina,United States
1990,63.13885455,North Carolina,United States
1991,62.66250909,North Carolina,United States
1992,60.36898182,North Carolina,United States
1993,60.8108,North Carolina,United States
1994,61.79507273,North Carolina,United States
1995,60.7946,North Carolina,United States
1996,60.29698182,North Carolina,United States
1997,60.52410909,North Carolina,United States
1998,63.09385455,North Carolina,United States
1999,61.81601818,North Carolina,United States
2000,60.97132727,North Carolina,United States
2001,62.01941818,North Carolina,United States
2002,62.3948,North Carolina,United States
2003,61.54929091,North Carolina,United States
2004,62.09534545,North Carolina,United States
2005,61.71161818,North Carolina,United States
2006,61.77134545,North Carolina,United States
2007,62.67838182,North Carolina,United States
2008,61.72634545,North Carolina,United States
2009,61.39710909,North Carolina,United States
2010,61.69754545,North Carolina,United States
2011,63.21478182,North Carolina,United States
2012,62.91009091,North Carolina,United States
2013,63.9248,North Dakota,United States
1950,42.93644,North Dakota,United States
1951,39.31045455,North Dakota,United States
1952,44.69392727,North Dakota,United States
1953,45.15227273,North Dakota,United States
1954,45.23818182,North Dakota,United States
1955,41.86989091,North Dakota,United States
1956,42.72914545,North Dakota,United States
1957,44.14574545,North Dakota,United States
1958,43.26292727,North Dakota,United States
1959,43.3346,North Dakota,United States
1960,43.02009091,North Dakota,United States
1961,44.24032727,North Dakota,United States
1962,43.41690909,North Dakota,United States
1963,46.08909091,North Dakota,United States
1964,42.47207273,North Dakota,United States
1965,41.45310909,North Dakota,United States
1966,42.49514545,North Dakota,United States
1967,42.30418182,North Dakota,United States
1968,42.88149091,North Dakota,United States
1969,43.02876364,North Dakota,United States
1970,42.22154545,North Dakota,United States
1971,43.11172727,North Dakota,United States
1972,41.27,North Dakota,United States
1973,44.63403636,North Dakota,United States
1974,43.63029091,North Dakota,United States
1975,42.37765455,North Dakota,United States
1976,44.53765455,North Dakota,United States
1977,45.33374545,North Dakota,United States
1978,42.26769091,North Dakota,United States
1979,41.48010909,North Dakota,United States
1980,44.76150909,North Dakota,United States
1981,46.06945455,North Dakota,United States
1982,42.40056364,North Dakota,United States
1983,43.55403636,North Dakota,United States
1984,43.98570909,North Dakota,United States
1985,41.53787273,North Dakota,United States
1986,44.19909091,North Dakota,United States
1987,47.74476364,North Dakota,United States
1988,46.15127273,North Dakota,United States
1989,42.33085455,North Dakota,United States
1990,44.84872727,North Dakota,United States
1991,46.05930909,North Dakota,United States
1992,43.65090909,North Dakota,United States
1993,41.82947273,North Dakota,United States
1994,44.38841818,North Dakota,United States
1995,42.89294545,North Dakota,United States
1996,40.36656364,North Dakota,United States
1997,44.73990909,North Dakota,United States
1998,46.71467273,North Dakota,United States
1999,46.83183636,North Dakota,United States
2000,44.29301818,North Dakota,United States
2001,45.12118182,North Dakota,United States
2002,43.88998182,North Dakota,United States
2003,44.25669091,North Dakota,United States
2004,44.57774545,North Dakota,United States
2005,46.26958182,North Dakota,United States
2006,46.10758182,North Dakota,United States
2007,44.97096364,North Dakota,United States
2008,42.65632727,North Dakota,United States
2009,42.24281818,North Dakota,United States
2010,44.32361818,North Dakota,United States
2011,44.43423636,North Dakota,United States
2012,46.92101818,North Dakota,United States
2013,48.587,Ohio,United States
1950,53.15,Ohio,United States
1951,52.565,Ohio,United States
1952,53.98503636,Ohio,United States
1953,54.82694545,Ohio,United States
1954,54.37252727,Ohio,United States
1955,54.3308,Ohio,United States
1956,53.73958182,Ohio,United States
1957,54.13705455,Ohio,United States
1958,51.27112727,Ohio,United States
1959,54.67852727,Ohio,United States
1960,51.82356364,Ohio,United States
1961,53.45796364,Ohio,United States
1962,52.60427273,Ohio,United States
1963,52.00716364,Ohio,United States
1964,53.69245455,Ohio,United States
1965,53.4218,Ohio,United States
1966,52.53325455,Ohio,United States
1967,51.96036364,Ohio,United States
1968,53.06065455,Ohio,United States
1969,52.412,Ohio,United States
1970,54.24030909,Ohio,United States
1971,53.94592727,Ohio,United States
1972,52.20581818,Ohio,United States
1973,55.06454545,Ohio,United States
1974,52.97327273,Ohio,United States
1975,53.80454545,Ohio,United States
1976,52.09110909,Ohio,United States
1977,54.41458182,Ohio,United States
1978,51.93434545,Ohio,United States
1979,52.40938182,Ohio,United States
1980,52.20434545,Ohio,United States
1981,53.00403636,Ohio,United States
1982,53.85298182,Ohio,United States
1983,53.79718182,Ohio,United States
1984,53.80667273,Ohio,United States
1985,53.86770909,Ohio,United States
1986,54.57772727,Ohio,United States
1987,55.23554545,Ohio,United States
1988,53.44650909,Ohio,United States
1989,51.52247273,Ohio,United States
1990,54.89845455,Ohio,United States
1991,56.07205455,Ohio,United States
1992,52.8188,Ohio,United States
1993,52.80063636,Ohio,United States
1994,54.077,Ohio,United States
1995,53.07636364,Ohio,United States
1996,52.49889091,Ohio,United States
1997,52.88049091,Ohio,United States
1998,56.47852727,Ohio,United States
1999,55.33536364,Ohio,United States
2000,53.83956364,Ohio,United States
2001,55.41832727,Ohio,United States
2002,55.0454,Ohio,United States
2003,53.68378182,Ohio,United States
2004,54.69276364,Ohio,United States
2005,54.58852727,Ohio,United States
2006,54.74774545,Ohio,United States
2007,54.75887273,Ohio,United States
2008,53.37221818,Ohio,United States
2009,54.04132727,Ohio,United States
2010,54.98027273,Ohio,United States
2011,55.73250909,Ohio,United States
2012,56.74509091,Ohio,United States
2013,57.619175,Oklahoma,United States
1950,62.71574,Oklahoma,United States
1951,61.43654545,Oklahoma,United States
1952,62.43947273,Oklahoma,United States
1953,63.33587273,Oklahoma,United States
1954,65.27316364,Oklahoma,United States
1955,62.61407273,Oklahoma,United States
1956,64.24912727,Oklahoma,United States
1957,61.79981818,Oklahoma,United States
1958,60.97770909,Oklahoma,United States
1959,61.64485455,Oklahoma,United States
1960,60.84941818,Oklahoma,United States
1961,60.81849091,Oklahoma,United States
1962,62.85363636,Oklahoma,United States
1963,64.13687273,Oklahoma,United States
1964,62.43210909,Oklahoma,United States
1965,62.69801818,Oklahoma,United States
1966,61.55109091,Oklahoma,United States
1967,61.77265455,Oklahoma,United States
1968,60.69347273,Oklahoma,United States
1969,61.55321818,Oklahoma,United States
1970,62.28107273,Oklahoma,United States
1971,62.19172727,Oklahoma,United States
1972,61.8998,Oklahoma,United States
1973,61.98947273,Oklahoma,United States
1974,62.49985455,Oklahoma,United States
1975,61.08014545,Oklahoma,United States
1976,61.15869091,Oklahoma,United States
1977,64.34518182,Oklahoma,United States
1978,62.07030909,Oklahoma,United States
1979,61.11287273,Oklahoma,United States
1980,63.24423636,Oklahoma,United States
1981,63.10154545,Oklahoma,United States
1982,61.84170909,Oklahoma,United States
1983,60.58514545,Oklahoma,United States
1984,62.47138182,Oklahoma,United States
1985,61.9376,Oklahoma,United States
1986,63.11807273,Oklahoma,United States
1987,62.50050909,Oklahoma,United States
1988,62.29318182,Oklahoma,United States
1989,60.28110909,Oklahoma,United States
1990,62.96801818,Oklahoma,United States
1991,63.45369091,Oklahoma,United States
1992,61.75809091,Oklahoma,United States
1993,60.92567273,Oklahoma,United States
1994,62.71127273,Oklahoma,United States
1995,61.99618182,Oklahoma,United States
1996,61.88850909,Oklahoma,United States
1997,61.49676364,Oklahoma,United States
1998,64.7096,Oklahoma,United States
1999,64.0454,Oklahoma,United States
2000,62.90272727,Oklahoma,United States
2001,63.84429091,Oklahoma,United States
2002,61.99127273,Oklahoma,United States
2003,62.78638182,Oklahoma,United States
2004,62.77329091,Oklahoma,United States
2005,63.39445455,Oklahoma,United States
2006,64.22458182,Oklahoma,United States
2007,62.9744,Oklahoma,United States
2008,62.11416364,Oklahoma,United States
2009,62.05492727,Oklahoma,United States
2010,63.27990909,Oklahoma,United States
2011,64.86947273,Oklahoma,United States
2012,65.69845455,Oklahoma,United States
2013,66.452675,Oregon,United States
1950,50.38988,Oregon,United States
1951,48.029,Oregon,United States
1952,48.23272727,Oregon,United States
1953,48.41763636,Oregon,United States
1954,47.8274,Oregon,United States
1955,46.41521818,Oregon,United States
1956,47.60174545,Oregon,United States
1957,48.48947273,Oregon,United States
1958,50.70101818,Oregon,United States
1959,48.21374545,Oregon,United States
1960,48.55476364,Oregon,United States
1961,49.02832727,Oregon,United States
1962,48.44054545,Oregon,United States
1963,49.12961818,Oregon,United States
1964,46.92052727,Oregon,United States
1965,48.44889091,Oregon,United States
1966,49.09067273,Oregon,United States
1967,49.18672727,Oregon,United States
1968,48.8264,Oregon,United States
1969,48.36821818,Oregon,United States
1970,48.13618182,Oregon,United States
1971,47.2226,Oregon,United States
1972,48.0596,Oregon,United States
1973,49.11767273,Oregon,United States
1974,48.99118182,Oregon,United States
1975,47.35841818,Oregon,United States
1976,47.90905455,Oregon,United States
1977,49.064,Oregon,United States
1978,47.90823636,Oregon,United States
1979,49.49714545,Oregon,United States
1980,48.90036364,Oregon,United States
1981,49.26609091,Oregon,United States
1982,47.21474545,Oregon,United States
1983,48.23370909,Oregon,United States
1984,47.26318182,Oregon,United States
1985,46.43141818,Oregon,United States
1986,49.44101818,Oregon,United States
1987,50.12436364,Oregon,United States
1988,49.66209091,Oregon,United States
1989,48.19263636,Oregon,United States
1990,48.68730909,Oregon,United States
1991,49.1684,Oregon,United States
1992,50.80345455,Oregon,United States
1993,47.40914545,Oregon,United States
1994,49.03585455,Oregon,United States
1995,49.42285455,Oregon,United States
1996,49.03078182,Oregon,United States
1997,49.30307273,Oregon,United States
1998,49.16529091,Oregon,United States
1999,48.54281818,Oregon,United States
2000,49.00181818,Oregon,United States
2001,49.4222,Oregon,United States
2002,49.29374545,Oregon,United States
2003,50.14449091,Oregon,United States
2004,50.225,Oregon,United States
2005,49.20996364,Oregon,United States
2006,49.29947273,Oregon,United States
2007,49.6508,Oregon,United States
2008,48.64525455,Oregon,United States
2009,48.64983636,Oregon,United States
