date,avgTemp,state,country
1993,42.17621818,Idaho,United States
1994,45.05801818,Idaho,United States
1995,44.50116364,Idaho,United States
1996,44.17094545,Idaho,United States
1997,44.31429091,Idaho,United States
1998,45.16209091,Idaho,United States
1999,44.53323636,Idaho,United States
2000,44.96981818,Idaho,United States
2001,45.59703636,Idaho,United States
2002,44.26470909,Idaho,United States
2003,46.06585455,Idaho,United States
2004,45.52258182,Idaho,United States
2005,44.57283636,Idaho,United States
2006,45.13181818,Idaho,United States
2007,46.40016364,Idaho,United States
2008,44.05983636,Idaho,United States
2009,43.87901818,Idaho,United States
2010,44.11972727,Idaho,United States
2011,43.50658182,Idaho,United States
2012,46.2614,Idaho,United States
2013,50.930375,Illinois,United States
1950,54.15746,Illinois,United States
1951,52.55550909,Illinois,United States
1952,55.23210909,Illinois,United States
1953,56.33534545,Illinois,United States
1954,56.56443636,Illinois,United States
1955,55.31114545,Illinois,United States
1956,55.58016364,Illinois,United States
1957,55.19954545,Illinois,United States
1958,52.86609091,Illinois,United States
1959,55.18203636,Illinois,United States
1960,52.91338182,Illinois,United States
1961,54.14572727,Illinois,United States
1962,54.27745455,Illinois,United States
1963,54.45892727,Illinois,United States
1964,55.11347273,Illinois,United States
1965,54.81156364,Illinois,United States
1966,53.92252727,Illinois,United States
1967,53.10647273,Illinois,United States
1968,54.28498182,Illinois,United States
1969,53.59329091,Illinois,United States
1970,54.91530909,Illinois,United States
1971,55.59145455,Illinois,United States
1972,53.36436364,Illinois,United States
1973,55.92985455,Illinois,United States
1974,54.545,Illinois,United States
1975,54.74430909,Illinois,United States
1976,53.61243636,Illinois,United States
1977,55.96143636,Illinois,United States
1978,53.29972727,Illinois,United States
1979,53.39169091,Illinois,United States
1980,54.24112727,Illinois,United States
1981,54.88209091,Illinois,United States
1982,54.42554545,Illinois,United States
1983,54.68981818,Illinois,United States
1984,55.13130909,Illinois,United States
1985,54.15030909,Illinois,United States
1986,55.57836364,Illinois,United States
1987,57.09609091,Illinois,United States
1988,55.27694545,Illinois,United States
1989,52.34327273,Illinois,United States
1990,55.71025455,Illinois,United States
1991,57.01787273,Illinois,United States
1992,54.37318182,Illinois,United States
1993,53.53143636,Illinois,United States
1994,55.47429091,Illinois,United States
1995,54.52274545,Illinois,United States
1996,53.06147273,Illinois,United States
1997,54.30429091,Illinois,United States
1998,57.94618182,Illinois,United States
1999,56.81250909,Illinois,United States
2000,55.12918182,Illinois,United States
2001,56.51321818,Illinois,United States
2002,55.59930909,Illinois,United States
2003,54.96407273,Illinois,United States
2004,55.72841818,Illinois,United States
2005,56.50716364,Illinois,United States
2006,56.11034545,Illinois,United States
2007,56.40472727,Illinois,United States
2008,53.72207273,Illinois,United States
2009,54.84658182,Illinois,United States
2010,56.44089091,Illinois,United States
2011,56.57032727,Illinois,United States
2012,58.53298182,Illinois,United States
2013,58.64675,Indiana,United States
1950,54.07718,Indiana,United States
1951,53.00992727,Indiana,United States
1952,55.10398182,Indiana,United States
1953,56.05618182,Indiana,United States
1954,56.0552,Indiana,United States
1955,55.27465455,Indiana,United States
1956,55.31130909,Indiana,United States
1957,55.11134545,Indiana,United States
1958,52.43310909,Indiana,United States
1959,55.47494545,Indiana,United States
1960,52.83712727,Indiana,United States
1961,54.2336,Indiana,United States
1962,53.95361818,Indiana,United States
1963,53.54223636,Indiana,United States
1964,54.89616364,Indiana,United States
1965,54.68523636,Indiana,United States
1966,53.66365455,Indiana,United States
1967,53.01401818,Indiana,United States
1968,54.15783636,Indiana,United States
1969,53.49363636,Indiana,United States
1970,54.93445455,Indiana,United States
1971,55.23947273,Indiana,United States
1972,53.33556364,Indiana,United States
1973,55.95538182,Indiana,United States
1974,54.23212727,Indiana,United States
1975,54.78505455,Indiana,United States
1976,53.33098182,Indiana,United States
1977,55.73954545,Indiana,United States
1978,53.0024,Indiana,United States
1979,53.17454545,Indiana,United States
1980,53.61390909,Indiana,United States
1981,54.31018182,Indiana,United States
1982,54.58181818,Indiana,United States
1983,54.7826,Indiana,United States
1984,55.03378182,Indiana,United States
1985,54.76296364,Indiana,United States
1986,55.54972727,Indiana,United States
1987,56.59176364,Indiana,United States
1988,54.81434545,Indiana,United States
1989,52.46894545,Indiana,United States
1990,55.71581818,Indiana,United States
1991,57.05992727,Indiana,United States
1992,54.09712727,Indiana,United States
1993,53.59296364,Indiana,United States
1994,55.30345455,Indiana,United States
1995,54.46416364,Indiana,United States
1996,53.25538182,Indiana,United States
1997,53.97685455,Indiana,United States
1998,57.72903636,Indiana,United States
1999,56.56394545,Indiana,United States
2000,54.84756364,Indiana,United States
2001,56.50650909,Indiana,United States
2002,55.80827273,Indiana,United States
2003,54.76738182,Indiana,United States
2004,55.74265455,Indiana,United States
2005,55.93116364,Indiana,United States
2006,55.71614545,Indiana,United States
2007,56.2118,Indiana,United States
2008,54.13001818,Indiana,United States
2009,54.92987273,Indiana,United States
2010,56.24207273,Indiana,United States
2011,56.61630909,Indiana,United States
2012,58.0838,Indiana,United States
2013,58.65035,Iowa,United States
1950,50.94032,Iowa,United States
1951,47.87567273,Iowa,United States
1952,51.43198182,Iowa,United States
1953,52.67954545,Iowa,United States
1954,53.14885455,Iowa,United States
1955,51.48516364,Iowa,United States
1956,51.88607273,Iowa,United States
1957,51.62245455,Iowa,United States
1958,50.1134,Iowa,United States
1959,50.92749091,Iowa,United States
1960,49.54263636,Iowa,United States
1961,50.25527273,Iowa,United States
1962,50.52821818,Iowa,United States
1963,52.24885455,Iowa,United States
1964,51.51363636,Iowa,United States
1965,50.38961818,Iowa,United States
1966,50.56029091,Iowa,United States
1967,49.93487273,Iowa,United States
1968,51.23038182,Iowa,United States
1969,49.98527273,Iowa,United States
1970,51.32185455,Iowa,United States
1971,51.61312727,Iowa,United States
1972,49.34970909,Iowa,United States
1973,52.31463636,Iowa,United States
1974,51.40596364,Iowa,United States
1975,50.86449091,Iowa,United States
1976,50.93305455,Iowa,United States
1977,53.14230909,Iowa,United States
1978,49.66585455,Iowa,United States
1979,49.7138,Iowa,United States
1980,51.47681818,Iowa,United States
1981,52.29189091,Iowa,United States
1982,50.54098182,Iowa,United States
1983,50.74798182,Iowa,United States
1984,51.4166,Iowa,United States
1985,49.7462,Iowa,United States
1986,51.79590909,Iowa,United States
1987,54.47201818,Iowa,United States
1988,52.6568,Iowa,United States
1989,49.09869091,Iowa,United States
1990,52.21858182,Iowa,United States
1991,52.83696364,Iowa,United States
1992,50.76058182,Iowa,United States
1993,49.25905455,Iowa,United States
1994,51.84876364,Iowa,United States
1995,50.92274545,Iowa,United States
1996,48.87058182,Iowa,United States
1997,51.15936364,Iowa,United States
1998,54.41163636,Iowa,United States
1999,53.72747273,Iowa,United States
2000,52.11843636,Iowa,United States
2001,52.69558182,Iowa,United States
2002,52.05510909,Iowa,United States
2003,51.64650909,Iowa,United States
2004,52.34572727,Iowa,United States
2005,53.46941818,Iowa,United States
2006,53.07849091,Iowa,United States
2007,52.50674545,Iowa,United States
2008,49.70316364,Iowa,United States
2009,50.84207273,Iowa,United States
2010,52.50936364,Iowa,United States
2011,52.56156364,Iowa,United States
2012,55.48509091,Iowa,United States
2013,55.63895,Kansas,United States
1950,57.41366,Kansas,United States
1951,54.38316364,Kansas,United States
1952,56.97336364,Kansas,United States
1953,58.43692727,Kansas,United States
1954,60.09750909,Kansas,United States
1955,57.05338182,Kansas,United States
1956,58.71363636,Kansas,United States
1957,56.71678182,Kansas,United States
1958,55.5224,Kansas,United States
1959,56.57245455,Kansas,United States
1960,55.38232727,Kansas,United States
1961,55.11723636,Kansas,United States
1962,57.4664,Kansas,United States
1963,59.47029091,Kansas,United States
1964,57.08758182,Kansas,United States
1965,56.77454545,Kansas,United States
1966,56.49096364,Kansas,United States
1967,56.26367273,Kansas,United States
1968,56.13194545,Kansas,United States
1969,55.94409091,Kansas,United States
1970,57.02016364,Kansas,United States
1971,56.75818182,Kansas,United States
1972,55.98107273,Kansas,United States
1973,56.80907273,Kansas,United States
1974,57.56981818,Kansas,United States
1975,56.17089091,Kansas,United States
1976,56.82347273,Kansas,United States
1977,59.08983636,Kansas,United States
1978,56.18741818,Kansas,United States
1979,56.11394545,Kansas,United States
1980,57.89447273,Kansas,United States
1981,58.13878182,Kansas,United States
1982,56.03785455,Kansas,United States
1983,55.68178182,Kansas,United States
1984,56.87469091,Kansas,United States
1985,55.62467273,Kansas,United States
1986,58.29849091,Kansas,United States
1987,58.15072727,Kansas,United States
1988,57.8498,Kansas,United States
1989,55.19316364,Kansas,United States
1990,57.74883636,Kansas,United States
1991,58.87661818,Kansas,United States
1992,56.28216364,Kansas,United States
1993,54.94410909,Kansas,United States
1994,57.80807273,Kansas,United States
1995,56.55756364,Kansas,United States
1996,55.96078182,Kansas,United States
1997,56.50929091,Kansas,United States
1998,58.99116364,Kansas,United States
1999,58.73867273,Kansas,United States
2000,58.06367273,Kansas,United States
2001,58.67207273,Kansas,United States
2002,57.67650909,Kansas,United States
2003,57.68076364,Kansas,United States
2004,57.7976,Kansas,United States
2005,58.72067273,Kansas,United States
2006,58.78694545,Kansas,United States
2007,58.14172727,Kansas,United States
2008,56.27152727,Kansas,United States
2009,56.19838182,Kansas,United States
2010,58.40125455,Kansas,United States
2011,58.32647273,Kansas,United States
2012,60.7586,Kansas,United States
2013,61.58435,Kentucky,United States
1950,57.6221,Kentucky,United States
1951,57.10590909,Kentucky,United States
1952,58.44101818,Kentucky,United States
1953,59.13598182,Kentucky,United States
1954,59.36310909,Kentucky,United States
1955,58.59303636,Kentucky,United States
1956,58.94698182,Kentucky,United States
1957,58.91752727,Kentucky,United States
1958,55.75885455,Kentucky,United States
1959,58.73687273,Kentucky,United States
1960,55.98778182,Kentucky,United States
1961,57.49487273,Kentucky,United States
1962,57.53038182,Kentucky,United States
1963,56.83656364,Kentucky,United States
1964,58.20652727,Kentucky,United States
1965,58.1666,Kentucky,United States
1966,56.82985455,Kentucky,United States
1967,56.6096,Kentucky,United States
1968,56.9516,Kentucky,United States
1969,56.68994545,Kentucky,United States
1970,58.40109091,Kentucky,United States
1971,58.42269091,Kentucky,United States
1972,57.20867273,Kentucky,United States
1973,59.09409091,Kentucky,United States
1974,57.57538182,Kentucky,United States
1975,58.15449091,Kentucky,United States
1976,56.26072727,Kentucky,United States
1977,58.91605455,Kentucky,United States
1978,56.87387273,Kentucky,United States
1979,56.74574545,Kentucky,United States
1980,57.16449091,Kentucky,United States
1981,57.47310909,Kentucky,United States
1982,58.39732727,Kentucky,United States
1983,57.67896364,Kentucky,United States
1984,58.43496364,Kentucky,United States
1985,58.36770909,Kentucky,United States
1986,59.3852,Kentucky,United States
1987,59.41596364,Kentucky,United States
1988,57.72952727,Kentucky,United States
1989,56.24338182,Kentucky,United States
1990,59.28669091,Kentucky,United States
1991,60.11354545,Kentucky,United States
1992,57.48309091,Kentucky,United States
1993,57.18789091,Kentucky,United States
1994,58.63869091,Kentucky,United States
1995,57.857,Kentucky,United States
1996,57.00396364,Kentucky,United States
1997,57.26447273,Kentucky,United States
1998,60.46127273,Kentucky,United States
1999,59.65978182,Kentucky,United States
2000,58.30798182,Kentucky,United States
2001,59.53689091,Kentucky,United States
2002,59.32072727,Kentucky,United States
2003,58.42432727,Kentucky,United States
2004,59.22156364,Kentucky,United States
2005,59.06283636,Kentucky,United States
2006,58.69252727,Kentucky,United States
2007,60.06723636,Kentucky,United States
2008,57.96090909,Kentucky,United States
2009,58.33825455,Kentucky,United States
2010,59.10587273,Kentucky,United States
2011,60.06969091,Kentucky,United States
2012,60.90210909,Kentucky,United States
2013,61.646675,Louisiana,United States
1950,68.66744,Louisiana,United States
1951,68.76614545,Louisiana,United States
1952,67.43087273,Louisiana,United States
1953,68.76941818,Louisiana,United States
1954,69.36734545,Louisiana,United States
1955,68.89950909,Louisiana,United States
1956,69.30745455,Louisiana,United States
1957,68.83585455,Louisiana,United States
1958,67.22665455,Louisiana,United States
1959,68.03272727,Louisiana,United States
1960,67.17821818,Louisiana,United States
1961,67.57176364,Louisiana,United States
1962,68.93583636,Louisiana,United States
1963,68.44329091,Louisiana,United States
1964,68.31467273,Louisiana,United States
1965,68.68825455,Louisiana,United States
1966,67.55065455,Louisiana,United States
1967,67.87154545,Louisiana,United States
1968,66.5492,Louisiana,United States
1969,67.59565455,Louisiana,United States
1970,67.96989091,Louisiana,United States
1971,68.55554545,Louisiana,United States
1972,68.31565455,Louisiana,United States
1973,68.70576364,Louisiana,United States
1974,68.27,Louisiana,United States
1975,67.84798182,Louisiana,United States
1976,66.55296364,Louisiana,United States
1977,69.17474545,Louisiana,United States
1978,68.10669091,Louisiana,United States
1979,67.32794545,Louisiana,United States
1980,68.10783636,Louisiana,United States
1981,68.6858,Louisiana,United States
1982,68.85614545,Louisiana,United States
1983,66.62921818,Louisiana,United States
1984,68.94352727,Louisiana,United States
1985,69.05610909,Louisiana,United States
1986,69.48761818,Louisiana,United States
1987,68.34690909,Louisiana,United States
1988,68.12714545,Louisiana,United States
1989,66.93178182,Louisiana,United States
1990,69.57450909,Louisiana,United States
1991,69.15576364,Louisiana,United States
1992,68.0072,Louisiana,United States
1993,67.47881818,Louisiana,United States
1994,68.82341818,Louisiana,United States
1995,68.88625455,Louisiana,United States
1996,68.31810909,Louisiana,United States
1997,68.14694545,Louisiana,United States
1998,70.56369091,Louisiana,United States
1999,69.7352,Louisiana,United States
2000,69.19765455,Louisiana,United States
2001,69.25427273,Louisiana,United States
2002,68.79134545,Louisiana,United States
2003,69.01945455,Louisiana,United States
2004,69.35032727,Louisiana,United States
2005,69.41594545,Louisiana,United States
2006,69.55765455,Louisiana,United States
2007,69.69216364,Louisiana,United States
2008,69.00685455,Louisiana,United States
2009,69.04056364,Louisiana,United States
2010,68.9918,Louisiana,United States
2011,70.30563636,Louisiana,United States
2012,70.63536364,Louisiana,United States
2013,71.8277,Maine,United States
1950,45.92858,Maine,United States
1951,43.90094545,Maine,United States
1952,44.75709091,Maine,United States
1953,45.68916364,Maine,United States
1954,43.673,Maine,United States
1955,43.31169091,Maine,United States
1956,41.38781818,Maine,United States
1957,44.61456364,Maine,United States
1958,41.84714545,Maine,United States
1959,43.48383636,Maine,United States
1960,43.99405455,Maine,United States
1961,44.11301818,Maine,United States
1962,41.88265455,Maine,United States
1963,42.14169091,Maine,United States
1964,42.6002,Maine,United States
1965,42.26147273,Maine,United States
1966,43.69083636,Maine,United States
1967,41.75583636,Maine,United States
1968,43.043,Maine,United States
1969,43.60312727,Maine,United States
1970,43.42689091,Maine,United States
1971,43.38598182,Maine,United States
1972,41.17885455,Maine,United States
1973,44.8808,Maine,United States
1974,42.35998182,Maine,United States
1975,43.46976364,Maine,United States
1976,42.62490909,Maine,United States
1977,43.71816364,Maine,United States
1978,42.01847273,Maine,United States
1979,44.32787273,Maine,United States
1980,41.90310909,Maine,United States
1981,45.14670909,Maine,United States
1982,43.32707273,Maine,United States
1983,44.54534545,Maine,United States
1984,44.3624,Maine,United States
1985,42.98687273,Maine,United States
1986,42.47223636,Maine,United States
1987,43.77314545,Maine,United States
1988,43.53358182,Maine,United States
1989,41.64145455,Maine,United States
1990,44.52341818,Maine,United States
1991,44.67952727,Maine,United States
1992,42.37356364,Maine,United States
1993,42.55994545,Maine,United States
1994,44.05509091,Maine,United States
1995,43.24950909,Maine,United States
1996,43.75121818,Maine,United States
1997,42.557,Maine,United States
1998,46.08794545,Maine,United States
1999,46.78061818,Maine,United States
2000,43.79834545,Maine,United States
2001,45.61045455,Maine,United States
2002,44.01352727,Maine,United States
2003,43.68347273,Maine,United States
2004,43.81552727,Maine,United States
2005,44.95067273,Maine,United States
2006,46.17009091,Maine,United States
2007,43.29107273,Maine,United States
2008,44.10778182,Maine,United States
2009,44.28745455,Maine,United States
2010,47.12605455,Maine,United States
2011,45.65709091,Maine,United States
2012,46.58490909,Maine,United States
2013,49.180775,Maryland,United States
1950,56.83352,Maryland,United States
1951,56.40096364,Maryland,United States
1952,56.73985455,Maryland,United States
1953,57.88187273,Maryland,United States
1954,57.16792727,Maryland,United States
1955,56.82298182,Maryland,United States
1956,56.63496364,Maryland,United States
1957,57.55590909,Maryland,United States
1958,54.68032727,Maryland,United States
1959,57.99445455,Maryland,United States
1960,55.23358182,Maryland,United States
1961,56.62449091,Maryland,United States
1962,55.11249091,Maryland,United States
1963,55.292,Maryland,United States
1964,56.35809091,Maryland,United States
1965,56.26907273,Maryland,United States
1966,55.7582,Maryland,United States
1967,54.5954,Maryland,United States
1968,56.43336364,Maryland,United States
1969,55.87405455,Maryland,United States
1970,56.984,Maryland,United States
1971,57.13634545,Maryland,United States
1972,55.46430909,Maryland,United States
1973,57.64214545,Maryland,United States
1974,56.39670909,Maryland,United States
1975,56.93261818,Maryland,United States
1976,55.87487273,Maryland,United States
1977,57.61334545,Maryland,United States
1978,55.44090909,Maryland,United States
1979,55.85654545,Maryland,United States
1980,56.19281818,Maryland,United States
1981,56.23274545,Maryland,United States
1982,56.83869091,Maryland,United States
1983,56.67718182,Maryland,United States
1984,57.15205455,Maryland,United States
1985,57.82623636,Maryland,United States
1986,57.19705455,Maryland,United States
1987,57.25907273,Maryland,United States
1988,56.40096364,Maryland,United States
1989,55.50603636,Maryland,United States
1990,58.53609091,Maryland,United States
1991,59.02470909,Maryland,United States
1992,55.66918182,Maryland,United States
1993,56.2946,Maryland,United States
1994,57.42761818,Maryland,United States
1995,56.55936364,Maryland,United States
1996,55.80303636,Maryland,United States
1997,56.51730909,Maryland,United States
1998,59.04303636,Maryland,United States
1999,57.911,Maryland,United States
2000,56.4836,Maryland,United States
2001,57.82149091,Maryland,United States
2002,58.27378182,Maryland,United States
2003,56.52696364,Maryland,United States
2004,57.81036364,Maryland,United States
2005,57.31274545,Maryland,United States
2006,58.1306,Maryland,United States
2007,57.53283636,Maryland,United States
2008,57.29998182,Maryland,United States
2009,57.15450909,Maryland,United States
2010,58.23532727,Maryland,United States
2011,59.25183636,Maryland,United States
2012,59.32825455,Maryland,United States
2013,60.327275,Massachusetts,United States
1950,50.55692,Massachusetts,United States
1951,49.22829091,Massachusetts,United States
1952,49.83603636,Massachusetts,United States
1953,51.05561818,Massachusetts,United States
1954,49.47636364,Massachusetts,United States
1955,49.38374545,Massachusetts,United States
1956,47.73478182,Massachusetts,United States
1957,50.54507273,Massachusetts,United States
1958,47.29165455,Massachusetts,United States
1959,49.8218,Massachusetts,United States
1960,48.54478182,Massachusetts,United States
1961,49.43054545,Massachusetts,United States
1962,47.31472727,Massachusetts,United States
1963,48.05403636,Massachusetts,United States
1964,48.35414545,Massachusetts,United States
1965,48.22929091,Massachusetts,United States
1966,48.55050909,Massachusetts,United States
1967,47.19707273,Massachusetts,United States
1968,48.58929091,Massachusetts,United States
1969,48.9452,Massachusetts,United States
1970,49.154,Massachusetts,United States
1971,49.21192727,Massachusetts,United States
1972,47.28870909,Massachusetts,United States
1973,50.54850909,Massachusetts,United States
1974,48.51532727,Massachusetts,United States
1975,49.35952727,Massachusetts,United States
1976,48.56654545,Massachusetts,United States
1977,49.50369091,Massachusetts,United States
1978,47.38721818,Massachusetts,United States
1979,49.4258,Massachusetts,United States
1980,47.96338182,Massachusetts,United States
1981,49.73229091,Massachusetts,United States
1982,48.99821818,Massachusetts,United States
1983,49.901,Massachusetts,United States
1984,49.88038182,Massachusetts,United States
1985,49.23401818,Massachusetts,United States
1986,48.57456364,Massachusetts,United States
1987,49.02554545,Massachusetts,United States
1988,49.07136364,Massachusetts,United States
1989,47.6924,Massachusetts,United States
1990,50.59678182,Massachusetts,United States
1991,51.10029091,Massachusetts,United States
1992,47.68667273,Massachusetts,United States
1993,48.41485455,Massachusetts,United States
1994,49.72361818,Massachusetts,United States
1995,48.69418182,Massachusetts,United States
1996,48.83032727,Massachusetts,United States
1997,48.74916364,Massachusetts,United States
1998,51.56583636,Massachusetts,United States
1999,51.44818182,Massachusetts,United States
2000,49.13501818,Massachusetts,United States
2001,50.78741818,Massachusetts,United States
2002,50.30878182,Massachusetts,United States
2003,49.13076364,Massachusetts,United States
2004,49.80903636,Massachusetts,United States
2005,50.23432727,Massachusetts,United States
2006,51.15347273,Massachusetts,United States
2007,49.28556364,Massachusetts,United States
2008,49.8074,Massachusetts,United States
2009,49.6688,Massachusetts,United States
2010,51.91749091,Massachusetts,United States
2011,51.44638182,Massachusetts,United States
2012,52.54454545,Massachusetts,United States
2013,54.058325,Michigan,United States
1950,46.7762,Michigan,United States
1951,45.62976364,Michigan,United States
1952,47.77650909,Michigan,United States
1953,48.74523636,Michigan,United States
1954,47.38198182,Michigan,United States
1955,48.31323636,Michigan,United States
1956,46.37250909,Michigan,United States
1957,47.12850909,Michigan,United States
1958,45.76934545,Michigan,United States
1959,47.29607273,Michigan,United States
1960,46.03689091,Michigan,United States
1961,47.49505455,Michigan,United States
1962,46.24650909,Michigan,United States
1963,46.58441818,Michigan,United States
1964,47.27938182,Michigan,United States
1965,46.05865455,Michigan,United States
1966,46.71287273,Michigan,United States
1967,45.22198182,Michigan,United States
1968,47.20427273,Michigan,United States
1969,46.38723636,Michigan,United States
1970,47.06927273,Michigan,United States
1971,47.31423636,Michigan,United States
1972,44.7278,Michigan,United States
1973,48.41289091,Michigan,United States
1974,46.11936364,Michigan,United States
1975,47.31358182,Michigan,United States
1976,45.83790909,Michigan,United States
1977,47.91887273,Michigan,United States
1978,45.58787273,Michigan,United States
1979,45.80632727,Michigan,United States
1980,45.67574545,Michigan,United States
1981,47.33550909,Michigan,United States
1982,46.77390909,Michigan,United States
1983,47.47361818,Michigan,United States
1984,47.82510909,Michigan,United States
1985,46.66361818,Michigan,United States
1986,47.45594545,Michigan,United States
1987,49.72410909,Michigan,United States
1988,47.63332727,Michigan,United States
1989,44.86492727,Michigan,United States
1990,47.96370909,Michigan,United States
1991,49.07316364,Michigan,United States
1992,45.8762,Michigan,United States
1993,45.92267273,Michigan,United States
1994,47.67472727,Michigan,United States
1995,46.80761818,Michigan,United States
1996,45.53076364,Michigan,United States
1997,46.61223636,Michigan,United States
1998,50.99654545,Michigan,United States
1999,49.60661818,Michigan,United States
2000,47.94407273,Michigan,United States
2001,49.44036364,Michigan,United States
2002,47.95176364,Michigan,United States
2003,46.96552727,Michigan,United States
2004,47.81790909,Michigan,United States
2005,49.09918182,Michigan,United States
2006,49.08265455,Michigan,United States
2007,48.53136364,Michigan,United States
2008,46.56069091,Michigan,United States
2009,47.16369091,Michigan,United States
2010,49.91752727,Michigan,United States
2011,48.67863636,Michigan,United States
2012,50.9,Michigan,United States
2013,50.725175,Minnesota,United States
1950,43.5902,Minnesota,United States
1951,41.05187273,Minnesota,United States
1952,45.19972727,Minnesota,United States
1953,45.44763636,Minnesota,United States
1954,45.23638182,Minnesota,United States
1955,43.73714545,Minnesota,United States
1956,43.22692727,Minnesota,United States
1957,44.30758182,Minnesota,United States
1958,43.62112727,Minnesota,United States
1959,44.28958182,Minnesota,United States
1960,43.33983636,Minnesota,United States
1961,44.81485455,Minnesota,United States
1962,43.78001818,Minnesota,United States
1963,45.70683636,Minnesota,United States
1964,43.8926,Minnesota,United States
1965,42.27881818,Minnesota,United States
1966,43.23396364,Minnesota,United States
1967,42.37863636,Minnesota,United States
1968,44.28254545,Minnesota,United States
1969,43.61605455,Minnesota,United States
1970,43.37927273,Minnesota,United States
1971,44.00338182,Minnesota,United States
1972,41.69414545,Minnesota,United States
1973,45.64301818,Minnesota,United States
1974,44.00665455,Minnesota,United States
1975,43.55747273,Minnesota,United States
1976,44.28172727,Minnesota,United States
1977,45.83414545,Minnesota,United States
1978,43.16376364,Minnesota,United States
1979,42.20501818,Minnesota,United States
1980,44.25701818,Minnesota,United States
1981,45.87129091,Minnesota,United States
1982,43.60345455,Minnesota,United States
1983,44.43669091,Minnesota,United States
1984,44.98667273,Minnesota,United States
1985,42.38649091,Minnesota,United States
1986,44.75332727,Minnesota,United States
1987,48.51794545,Minnesota,United States
1988,45.55989091,Minnesota,United States
1989,42.04334545,Minnesota,United States
1990,45.13050909,Minnesota,United States
1991,45.68343636,Minnesota,United States
1992,43.71423636,Minnesota,United States
1993,42.40923636,Minnesota,United States
1994,45.43061818,Minnesota,United States
1995,43.54503636,Minnesota,United States
1996,41.53656364,Minnesota,United States
1997,44.44094545,Minnesota,United States
1998,48.18658182,Minnesota,United States
1999,47.45561818,Minnesota,United States
2000,45.12543636,Minnesota,United States
2001,45.93445455,Minnesota,United States
2002,44.66005455,Minnesota,United States
2003,44.90289091,Minnesota,United States
2004,45.01236364,Minnesota,United States
2005,46.69618182,Minnesota,United States
2006,46.61567273,Minnesota,United States
2007,45.33587273,Minnesota,United States
2008,42.67334545,Minnesota,United States
2009,44.0006,Minnesota,United States
2010,46.3784,Minnesota,United States
2011,45.83447273,Minnesota,United States
2012,48.03341818,Minnesota,United States
2013,48.392825,Mississippi,United States
1950,65.66486,Mississippi,United States
1951,66.18805455,Mississippi,United States
1952,65.31963636,Mississippi,United States
1953,66.30783636,Mississippi,United States
1954,67.07332727,Mississippi,United States
1955,66.29065455,Mississippi,United States
1956,66.75521818,Mississippi,United States
1957,66.25187273,Mississippi,United States
1958,64.21001818,Mississippi,United States
1959,65.72496364,Mississippi,United States
1960,64.3046,Mississippi,United States
1961,65.01592727,Mississippi,United States
1962,66.24238182,Mississippi,United States
1963,65.53710909,Mississippi,United States
1964,65.71612727,Mississippi,United States
1965,66.07121818,Mississippi,United States
1966,65.04358182,Mississippi,United States
1967,65.00381818,Mississippi,United States
1968,64.09923636,Mississippi,United States
1969,64.70910909,Mississippi,United States
1970,65.59961818,Mississippi,United States
1971,65.90938182,Mississippi,United States
1972,65.7194,Mississippi,United States
1973,66.4052,Mississippi,United States
1974,65.40832727,Mississippi,United States
1975,65.39163636,Mississippi,United States
1976,64.06667273,Mississippi,United States
1977,66.8408,Mississippi,United States
1978,65.45349091,Mississippi,United States
1979,64.72563636,Mississippi,United States
1980,65.41978182,Mississippi,United States
1981,65.99103636,Mississippi,United States
1982,66.4394,Mississippi,United States
1983,64.29314545,Mississippi,United States
1984,66.38752727,Mississippi,United States
1985,66.37394545,Mississippi,United States
1986,67.17363636,Mississippi,United States
1987,66.20589091,Mississippi,United States
1988,65.57965455,Mississippi,United States
1989,64.35058182,Mississippi,United States
1990,67.3232,Mississippi,United States
1991,66.99134545,Mississippi,United States
1992,65.38116364,Mississippi,United States
1993,64.91676364,Mississippi,United States
1994,66.43285455,Mississippi,United States
1995,66.06287273,Mississippi,United States
1996,65.52958182,Mississippi,United States
1997,65.44350909,Mississippi,United States
1998,68.26672727,Mississippi,United States
1999,67.30307273,Mississippi,United States
2000,66.72314545,Mississippi,United States
2001,66.77714545,Mississippi,United States
2002,66.5474,Mississippi,United States
2003,66.38850909,Mississippi,United States
2004,66.71529091,Mississippi,United States
2005,66.59730909,Mississippi,United States
2006,67.02685455,Mississippi,United States
2007,67.66192727,Mississippi,United States
2008,66.19721818,Mississippi,United States
2009,66.34645455,Mississippi,United States
2010,66.64803636,Mississippi,United States
2011,67.50729091,Mississippi,United States
2012,68.05530909,Mississippi,United States
2013,69.1745,Missouri,United States
1950,56.88914,Missouri,United States
1951,54.99009091,Missouri,United States
1952,57.46263636,Missouri,United States
1953,59.07216364,Missouri,United States
1954,59.92176364,Missouri,United States
1955,57.57112727,Missouri,United States
1956,58.6544,Missouri,United States
1957,57.53463636,Missouri,United States
1958,55.55021818,Missouri,United States
1959,57.3062,Missouri,United States
1960,55.53434545,Missouri,United States
1961,55.97256364,Missouri,United States
1962,57.23452727,Missouri,United States
1963,58.0658,Missouri,United States
1964,57.51696364,Missouri,United States
1965,57.54821818,Missouri,United States
1966,56.39621818,Missouri,United States
1967,56.05127273,Missouri,United States
1968,56.16009091,Missouri,United States
1969,56.20132727,Missouri,United States
1970,57.36429091,Missouri,United States
